"","X","common_name","scientific_name","recordist_name","recording_length","Date","TYPE","xc_id","Time","Country","Download_link","genus","file_dir"
"454",454,"Undulated Tinamou","Crypturellus undulatus","JAYRSON ARAUJO DE OLIVEIRA","0:04","2020-12-04","song","XC607986","6:15","Brazil","https://xeno-canto.org/607986/download","Crypturellus","mp3s/Crypturellus453.mp3"
"455",455,"Undulated Tinamou","Crypturellus undulatus","Rosendo Manuel Fraga","1:53","1998-10-06","song","XC604133","10:00","Bolivia","https://xeno-canto.org/604133/download","Crypturellus","mp3s/Crypturellus454.mp3"
"456",456,"Undulated Tinamou","Crypturellus undulatus","Mauricio Cuellar Ramirez (@Birding.travel)","0:17","2020-07-31","song","XC580194","09:00","Colombia","https://xeno-canto.org/580194/download","Crypturellus","mp3s/Crypturellus455.mp3"
"457",457,"Undulated Tinamou","Crypturellus undulatus","Caio Brito","0:53","2018-07-29","canto","XC556252","18:35","Brazil","https://xeno-canto.org/556252/download","Crypturellus","mp3s/Crypturellus456.mp3"
"458",458,"Undulated Tinamou","Crypturellus undulatus","Caio Brito","0:36","2018-07-29","canto","XC556251","18:25","Brazil","https://xeno-canto.org/556251/download","Crypturellus","mp3s/Crypturellus457.mp3"
"459",459,"Undulated Tinamou","Crypturellus undulatus","Mauricio Cuellar Ramirez (@Birding.travel)","0:02","2020-04-20","song","XC550059","17:00","Colombia","https://xeno-canto.org/550059/download","Crypturellus","mp3s/Crypturellus458.mp3"
"460",460,"Undulated Tinamou","Crypturellus undulatus","Martin St-Michel","0:52","2019-10-02","song","XC547138","05:30","Peru","https://xeno-canto.org/547138/download","Crypturellus","mp3s/Crypturellus459.mp3"
"461",461,"Undulated Tinamou","Crypturellus undulatus","Martin St-Michel","2:51","2019-09-30","song","XC547134","06:32","Peru","https://xeno-canto.org/547134/download","Crypturellus","mp3s/Crypturellus460.mp3"
"462",462,"Undulated Tinamou","Crypturellus undulatus","JAYRSON ARAUJO DE OLIVEIRA","1:18","2019-12-17","song","XC518786","7:04","Brazil","https://xeno-canto.org/518786/download","Crypturellus","mp3s/Crypturellus461.mp3"
"463",463,"Undulated Tinamou","Crypturellus undulatus","JAYRSON ARAUJO DE OLIVEIRA","0:12","2019-10-05","song","XC506366","11:15","Brazil","https://xeno-canto.org/506366/download","Crypturellus","mp3s/Crypturellus462.mp3"
"464",464,"Undulated Tinamou","Crypturellus undulatus undulatus","GABRIEL LEITE","0:59","2019-05-07","song","XC474817","06:30","Brazil","https://xeno-canto.org/474817/download","Crypturellus","mp3s/Crypturellus463.mp3"
"465",465,"Undulated Tinamou","Crypturellus undulatus simplex","GABRIEL LEITE","1:02","2019-03-13","song","XC461820","07:00","Brazil","https://xeno-canto.org/461820/download","Crypturellus","mp3s/Crypturellus464.mp3"
"466",466,"Undulated Tinamou","Crypturellus undulatus","Guillermo Menéndez (gmmv80)","0:23","2018-12-04","song","XC460769","14:00","Paraguay","https://xeno-canto.org/460769/download","Crypturellus","mp3s/Crypturellus465.mp3"
"467",467,"Undulated Tinamou","Crypturellus undulatus","Will Sweet","0:08","2018-05-24","song","XC453629","16:00","Peru","https://xeno-canto.org/453629/download","Crypturellus","mp3s/Crypturellus466.mp3"
"468",468,"Undulated Tinamou","Crypturellus undulatus","Rosendo Fraga","1:41","1998-10-06","song","XC443658","09:00","Bolivia","https://xeno-canto.org/443658/download","Crypturellus","mp3s/Crypturellus467.mp3"
"469",469,"Undulated Tinamou","Crypturellus undulatus vermiculatus","JAYRSON ARAUJO DE OLIVEIRA","0:36","2018-10-27","song","XC440942","17:45","Brazil","https://xeno-canto.org/440942/download","Crypturellus","mp3s/Crypturellus468.mp3"
"470",470,"Undulated Tinamou","Crypturellus undulatus vermiculatus","JAYRSON ARAUJO DE OLIVEIRA","0:24","2018-10-03","song","XC437663","17:51","Brazil","https://xeno-canto.org/437663/download","Crypturellus","mp3s/Crypturellus469.mp3"
"471",471,"Pale-browed Tinamou","Crypturellus transfasciatus","Peter de Rouw","0:06","2020-02-08","song","XC594846","15:47","Ecuador","https://xeno-canto.org/594846/download","Crypturellus","mp3s/Crypturellus470.mp3"
"472",472,"Pale-browed Tinamou","Crypturellus transfasciatus","Peter de Rouw","0:30","2020-02-07","call","XC593900","18:30","Ecuador","https://xeno-canto.org/593900/download","Crypturellus","mp3s/Crypturellus471.mp3"
"473",473,"Pale-browed Tinamou","Crypturellus transfasciatus","Peter de Rouw","0:15","2020-02-07","call","XC593899","18:24","Ecuador","https://xeno-canto.org/593899/download","Crypturellus","mp3s/Crypturellus472.mp3"
"474",474,"Pale-browed Tinamou","Crypturellus transfasciatus","Peter de Rouw","0:02","2020-02-07","call","XC593889","16:39","Ecuador","https://xeno-canto.org/593889/download","Crypturellus","mp3s/Crypturellus473.mp3"
"475",475,"Pale-browed Tinamou","Crypturellus transfasciatus","Peter de Rouw","0:07","2020-02-07","call","XC593855","15:43","Ecuador","https://xeno-canto.org/593855/download","Crypturellus","mp3s/Crypturellus474.mp3"
"476",476,"Pale-browed Tinamou","Crypturellus transfasciatus","Peter de Rouw","0:08","2020-02-07","call","XC593853","15:43","Ecuador","https://xeno-canto.org/593853/download","Crypturellus","mp3s/Crypturellus475.mp3"
"477",477,"Pale-browed Tinamou","Crypturellus transfasciatus","Hans Matheve","1:36","2018-03-28","song","XC512768","?","Ecuador","https://xeno-canto.org/512768/download","Crypturellus","mp3s/Crypturellus476.mp3"
"478",478,"Pale-browed Tinamou","Crypturellus transfasciatus","Leonardo Ordóñez-Delgado","0:51","2015-04-19","song","XC301719","08:30","Ecuador","https://xeno-canto.org/301719/download","Crypturellus","mp3s/Crypturellus477.mp3"
"479",479,"Pale-browed Tinamou","Crypturellus transfasciatus","Ross Gallardy","0:33","2015-07-05","song","XC297070","07:30","Peru","https://xeno-canto.org/297070/download","Crypturellus","mp3s/Crypturellus478.mp3"
"480",480,"Pale-browed Tinamou","Crypturellus transfasciatus","Ross Gallardy","0:19","2015-07-05","song","XC297069","07:30","Peru","https://xeno-canto.org/297069/download","Crypturellus","mp3s/Crypturellus479.mp3"
"481",481,"Pale-browed Tinamou","Crypturellus transfasciatus","Leonardo Ordóñez-Delgado","1:51","2015-04-20","song","XC269782","07:00","Ecuador","https://xeno-canto.org/269782/download","Crypturellus","mp3s/Crypturellus480.mp3"
"482",482,"Pale-browed Tinamou","Crypturellus transfasciatus","John V. Moore","0:18","2002-05-00","song","XC257251","?","Ecuador","https://xeno-canto.org/257251/download","Crypturellus","mp3s/Crypturellus481.mp3"
"483",483,"Pale-browed Tinamou","Crypturellus transfasciatus","Leonardo Ordóñez-Delgado","1:17","2015-03-01","song","XC217126","11:00","Ecuador","https://xeno-canto.org/217126/download","Crypturellus","mp3s/Crypturellus482.mp3"
"484",484,"Pale-browed Tinamou","Crypturellus transfasciatus","Jerome Fischer","0:49","2015-01-19","song","XC210959","07:00","Ecuador","https://xeno-canto.org/210959/download","Crypturellus","mp3s/Crypturellus483.mp3"
"485",485,"Pale-browed Tinamou","Crypturellus transfasciatus","Leonardo Ordóñez-Delgado","0:45","2013-07-11","song","XC144744","11:00","Ecuador","https://xeno-canto.org/144744/download","Crypturellus","mp3s/Crypturellus484.mp3"
"486",486,"Pale-browed Tinamou","Crypturellus transfasciatus","Andrew Spencer","0:50","2007-12-17","song","XC17304","17:50","Ecuador","https://xeno-canto.org/17304/download","Crypturellus","mp3s/Crypturellus485.mp3"
"487",487,"Pale-browed Tinamou","Crypturellus transfasciatus","Fernando Angulo","0:03","2007-01-02","call","XC9643","6:00","Peru","https://xeno-canto.org/9643/download","Crypturellus","mp3s/Crypturellus486.mp3"
"488",488,"Pale-browed Tinamou","Crypturellus transfasciatus","Nick Athanas","0:36","2001-07-29","song","XC6906","07:30","Ecuador","https://xeno-canto.org/6906/download","Crypturellus","mp3s/Crypturellus487.mp3"
"489",489,"Pale-browed Tinamou","Crypturellus transfasciatus","Wilson Diaz","2:22","2018-12-12","call","XC446766","09:00","Peru","https://xeno-canto.org/446766/download","Crypturellus","mp3s/Crypturellus488.mp3"
"490",490,"Pale-browed Tinamou","Crypturellus transfasciatus","Paul Molina Abril","0:10","2014-04-15","song","XC351593","07:00","Ecuador","https://xeno-canto.org/351593/download","Crypturellus","mp3s/Crypturellus489.mp3"
"491",491,"Pale-browed Tinamou","Crypturellus transfasciatus","Niels Krabbe","1:05","2002-08-03","song","XC238232","18:20","Ecuador","https://xeno-canto.org/238232/download","Crypturellus","mp3s/Crypturellus490.mp3"
"492",492,"Pale-browed Tinamou","Crypturellus transfasciatus","Niels Krabbe","1:42","1991-03-10","song","XC238231","17:30","Ecuador","https://xeno-canto.org/238231/download","Crypturellus","mp3s/Crypturellus491.mp3"
"493",493,"Pale-browed Tinamou","Crypturellus transfasciatus","Leonardo Ordóñez-Delgado","2:03","2015-03-01","song","XC217097","08:00","Ecuador","https://xeno-canto.org/217097/download","Crypturellus","mp3s/Crypturellus492.mp3"
"494",494,"Pale-browed Tinamou","Crypturellus transfasciatus","Frank Lambert","0:46","1991-02-05","song","XC68057","?:?","Ecuador","https://xeno-canto.org/68057/download","Crypturellus","mp3s/Crypturellus493.mp3"
"495",495,"Pale-browed Tinamou","Crypturellus transfasciatus","Roger Ahlman","0:45","2010-08-04","song","XC66114","6:45","Ecuador","https://xeno-canto.org/66114/download","Crypturellus","mp3s/Crypturellus494.mp3"
"496",496,"Pale-browed Tinamou","Crypturellus transfasciatus","Paul Noakes","0:17","2008-06-26","song","XC32558","18:00","Peru","https://xeno-canto.org/32558/download","Crypturellus","mp3s/Crypturellus495.mp3"
"497",497,"Pale-browed Tinamou","Crypturellus transfasciatus","Allen T. Chartier","1:06","1996-11-18","song","XC9786","?","Ecuador","https://xeno-canto.org/9786/download","Crypturellus","mp3s/Crypturellus496.mp3"
"498",498,"Pale-browed Tinamou","Crypturellus transfasciatus","Allen T. Chartier","0:02","1996-11-18","song","XC9785","?","Ecuador","https://xeno-canto.org/9785/download","Crypturellus","mp3s/Crypturellus497.mp3"
"499",499,"Pale-browed Tinamou","Crypturellus transfasciatus","Allen T. Chartier","0:34","1996-11-18","song","XC9784","?","Ecuador","https://xeno-canto.org/9784/download","Crypturellus","mp3s/Crypturellus498.mp3"
"500",500,"Pale-browed Tinamou","Crypturellus transfasciatus","Vanessa Luzuriaga","0:01","2014-04-17","song","XC355601","07:00","Ecuador","https://xeno-canto.org/355601/download","Crypturellus","mp3s/Crypturellus499.mp3"
"501",501,"Brazilian Tinamou","Crypturellus strigulosus","Guilherme Willrich","0:57","2019-09-23","song","XC524787","09:14","Brazil","https://xeno-canto.org/524787/download","Crypturellus","mp3s/Crypturellus500.mp3"
"502",502,"Brazilian Tinamou","Crypturellus strigulosus","Jarrod Swackhamer","0:06","2017-09-06","song","XC521357","17:00","Brazil","https://xeno-canto.org/521357/download","Crypturellus","mp3s/Crypturellus501.mp3"
"503",503,"Brazilian Tinamou","Crypturellus strigulosus","Jacob Wijpkema","0:53","2021-10-10","song","XC686176","18:00","Bolivia","https://xeno-canto.org/686176/download","Crypturellus","mp3s/Crypturellus502.mp3"
"504",504,"Brazilian Tinamou","Crypturellus strigulosus","Dante Buzzetti","2:20","2006-09-14","song","XC643154","9:10","Brazil","https://xeno-canto.org/643154/download","Crypturellus","mp3s/Crypturellus503.mp3"
"505",505,"Brazilian Tinamou","Crypturellus strigulosus","Jacob Wijpkema","0:42","2020-11-03","song","XC606110","15:13","Bolivia","https://xeno-canto.org/606110/download","Crypturellus","mp3s/Crypturellus504.mp3"
"506",506,"Brazilian Tinamou","Crypturellus strigulosus","GABRIEL LEITE","0:44","2020-03-11","song","XC534654","06:30","Brazil","https://xeno-canto.org/534654/download","Crypturellus","mp3s/Crypturellus505.mp3"
"507",507,"Brazilian Tinamou","Crypturellus strigulosus","JAYRSON ARAUJO DE OLIVEIRA","0:08","2019-07-18","song","XC493147","6:36","Brazil","https://xeno-canto.org/493147/download","Crypturellus","mp3s/Crypturellus506.mp3"
"508",508,"Brazilian Tinamou","Crypturellus strigulosus","JAYRSON ARAUJO DE OLIVEIRA","0:07","2019-07-18","song","XC493146","6:31","Brazil","https://xeno-canto.org/493146/download","Crypturellus","mp3s/Crypturellus507.mp3"
"509",509,"Brazilian Tinamou","Crypturellus strigulosus","Caio Brito","0:11","2017-05-15","canto","XC427270","16:50","Brazil","https://xeno-canto.org/427270/download","Crypturellus","mp3s/Crypturellus508.mp3"
"510",510,"Brazilian Tinamou","Crypturellus strigulosus","GABRIEL LEITE","0:16","2017-12-07","song","XC395768","07:30","Brazil","https://xeno-canto.org/395768/download","Crypturellus","mp3s/Crypturellus509.mp3"
"511",511,"Brazilian Tinamou","Crypturellus strigulosus","Tulio Dornas","0:57","2013-06-23","song","XC377295","09:00","Brazil","https://xeno-canto.org/377295/download","Crypturellus","mp3s/Crypturellus510.mp3"
"512",512,"Brazilian Tinamou","Crypturellus strigulosus","Tulio Dornas","0:42","2013-06-24","song","XC377294","07:00","Brazil","https://xeno-canto.org/377294/download","Crypturellus","mp3s/Crypturellus511.mp3"
"513",513,"Brazilian Tinamou","Crypturellus strigulosus","Jeremy Minns","2:23","2002-01-28","song","XC323748","16:22","Brazil","https://xeno-canto.org/323748/download","Crypturellus","mp3s/Crypturellus512.mp3"
"514",514,"Brazilian Tinamou","Crypturellus strigulosus","Jeremy Minns","0:43","2000-09-12","song","XC312936","11:42","Brazil","https://xeno-canto.org/312936/download","Crypturellus","mp3s/Crypturellus513.mp3"
"515",515,"Brazilian Tinamou","Crypturellus strigulosus","Jeremy Minns","1:23","2000-09-12","song","XC312931","10:15","Brazil","https://xeno-canto.org/312931/download","Crypturellus","mp3s/Crypturellus514.mp3"
"516",516,"Brazilian Tinamou","Crypturellus strigulosus","Rodrigo Dela Rosa","1:01","2015-07-17","song","XC303310","18:00","Brazil","https://xeno-canto.org/303310/download","Crypturellus","mp3s/Crypturellus515.mp3"
"517",517,"Brazilian Tinamou","Crypturellus strigulosus","Peter Boesman","2:30","2005-01-09","song","XC221915","17:00","Brazil","https://xeno-canto.org/221915/download","Crypturellus","mp3s/Crypturellus516.mp3"
"518",518,"Brazilian Tinamou","Crypturellus strigulosus","Peter Boesman","1:18","2005-01-09","song","XC221914","17:00","Brazil","https://xeno-canto.org/221914/download","Crypturellus","mp3s/Crypturellus517.mp3"
"519",519,"Brazilian Tinamou","Crypturellus strigulosus","Jeremy Minns","1:41","2000-09-15","song","XC217873","08:27","Brazil","https://xeno-canto.org/217873/download","Crypturellus","mp3s/Crypturellus518.mp3"
"520",520,"Brazilian Tinamou","Crypturellus strigulosus","GABRIEL LEITE","0:34","2015-01-28","song","XC212971","09:30","Brazil","https://xeno-canto.org/212971/download","Crypturellus","mp3s/Crypturellus519.mp3"
"521",521,"Brazilian Tinamou","Crypturellus strigulosus","Micah Riegner","1:51","2013-09-06","song","XC171248","16:30","Brazil","https://xeno-canto.org/171248/download","Crypturellus","mp3s/Crypturellus520.mp3"
"522",522,"Brazilian Tinamou","Crypturellus strigulosus","Micah Riegner","3:00","2013-09-15","song","XC155449","16:30","Brazil","https://xeno-canto.org/155449/download","Crypturellus","mp3s/Crypturellus521.mp3"
"523",523,"Brazilian Tinamou","Crypturellus strigulosus","David Beadle","1:38","2002-01-29","song","XC122585","10:00","Brazil","https://xeno-canto.org/122585/download","Crypturellus","mp3s/Crypturellus522.mp3"
"524",524,"Brazilian Tinamou","Crypturellus strigulosus","Tayler Brooks","0:30","2011-09-06","song","XC108671","17:45","Brazil","https://xeno-canto.org/108671/download","Crypturellus","mp3s/Crypturellus523.mp3"
"525",525,"Brazilian Tinamou","Crypturellus strigulosus","Jeremy Minns","1:11","2002-01-29","song","XC85054","09:54","Brazil","https://xeno-canto.org/85054/download","Crypturellus","mp3s/Crypturellus524.mp3"
"526",526,"Brazilian Tinamou","Crypturellus strigulosus","Jeremy Minns","2:07","2003-11-25","song","XC85053","16:33","Brazil","https://xeno-canto.org/85053/download","Crypturellus","mp3s/Crypturellus525.mp3"
"527",527,"Brazilian Tinamou","Crypturellus strigulosus","Richard C. Hoyer","0:07","2009-10-30","song","XC60790","16:07","Peru","https://xeno-canto.org/60790/download","Crypturellus","mp3s/Crypturellus526.mp3"
"528",528,"Brazilian Tinamou","Crypturellus strigulosus","Paul Donahue","0:56","2005-06-06","song","XC23790","16:37","Bolivia","https://xeno-canto.org/23790/download","Crypturellus","mp3s/Crypturellus527.mp3"
"529",529,"Brazilian Tinamou","Crypturellus strigulosus","Paul Donahue","1:19","2005-05-30","song","XC23778","6:32","Bolivia","https://xeno-canto.org/23778/download","Crypturellus","mp3s/Crypturellus528.mp3"
"530",530,"Brazilian Tinamou","Crypturellus strigulosus","Nick Athanas","0:13","2006-01-22","song","XC12059","17:00","Brazil","https://xeno-canto.org/12059/download","Crypturellus","mp3s/Crypturellus529.mp3"
"531",531,"Grey-legged Tinamou","Crypturellus duidae","GABRIEL LEITE","0:25","2018-03-18","song","XC407249","17:00","Brazil","https://xeno-canto.org/407249/download","Crypturellus","mp3s/Crypturellus530.mp3"
"532",532,"Grey-legged Tinamou","Crypturellus duidae","GABRIEL LEITE","0:32","2018-03-15","song","XC407247","17:00","Brazil","https://xeno-canto.org/407247/download","Crypturellus","mp3s/Crypturellus531.mp3"
"533",533,"Grey-legged Tinamou","Crypturellus duidae","GABRIEL LEITE","0:47","2018-02-12","song","XC402848","07:00","Brazil","https://xeno-canto.org/402848/download","Crypturellus","mp3s/Crypturellus532.mp3"
"534",534,"Grey-legged Tinamou","Crypturellus duidae","Juan Díaz-Alván","0:54","2017-01-13","song","XC351686","07:00","Peru","https://xeno-canto.org/351686/download","Crypturellus","mp3s/Crypturellus533.mp3"
"535",535,"Grey-legged Tinamou","Crypturellus duidae","Richard Hoyer","0:40","2015-07-26","song","XC264297","17:15","Brazil","https://xeno-canto.org/264297/download","Crypturellus","mp3s/Crypturellus534.mp3"
"536",536,"Grey-legged Tinamou","Crypturellus duidae","Hans Matheve","0:30","2014-02-21","song","XC401411","?","Colombia","https://xeno-canto.org/401411/download","Crypturellus","mp3s/Crypturellus535.mp3"
